1,3.6606929510155317
2,3.9405705229793977
3,4.676118688681503
4,5.728868017795353
5,6.653473344103394
6,9.17288213627994
7,13.787545787545794
8,15.877692307692307
9,17.344764517604023
10,19.42865853658535
11,30.129870129870127
12,27.49847094801223
13,35.37937062937064
14,33.62094155844158
15,36.87254901960785
16,41.10259433962264
17,43.38415366146457
18,46.968253968253975
19,41.465225563909776
20,46.03823529411764
21,39.49361207897793
22,48.43120393120392
23,52.37907608695653
24,48.30312500000001
25,48.126666666666665
26,45.17857142857144
27,47.879330943847066
28,55.98857142857141
29,56.52490421455939
30,51.086666666666666
31,49.470674486803524
32,61.377016129032256
33,52.47319347319347
34,58.33248081841432
35,64.60879120879119
36,65.66898148148148
37,75.40540540540542
38,56.28792569659443
39,80.51121794871796
40,57.697500000000005
41,57.71018651362984
42,68.45670995670997
43,48.73588039867109
44,78.33333333333333
45,79.59444444444445
46,59.56521739130435
47,58.54828150572832
48,77.78685897435898
49,62.47448979591837
50,69.556
51,89.49170437405733
52,81.18108974358975
53,72.11320754716982
54,90.96296296296296
55,83.75959595959597
56,76.85119047619047
57,72.27894736842106
58,96.52586206896552
59,83.20338983050846
60,98.21666666666667
61,94.8087431693989
62,96.92652329749103
63,104.55555555555556
64,92.28125
65,100.35
66,81.48484848484848
67,89.2723880597015
68,90.71218487394958
69,68.62028985507246
70,73.34285714285714
71,58.50704225352112
72,94.23148148148148
73,66.8664383561644
74,110.12162162162163
75,100.0911111111111
76,91.32894736842105
77,64.23809523809524
78,120.06623931623932
79,122.35443037974684
80,91.64375
81,93.82716049382715
83,107.25602409638554
84,94.4952380952381
85,83.58823529411764
86,86.75872093023256
87,88.74712643678161
88,106.5284090909091
89,110.55505617977528
90,113.45925925925924
91,97.84615384615385
92,93.6657608695652
93,110.552688172043
94,107.44680851063829
95,104.02894736842106
96,102.79166666666667
97,107.09690721649483
98,124.95408163265307
99,89.26767676767676
100,124.83
101,92.6930693069307
102,100.4248366013072
103,104.01618122977345
104,92.21346153846153
105,120.88809523809525
106,121.33962264150944
107,116.9828660436137
108,99.56365740740742
109,134.41743119266056
110,127.6
111,96.27027027027027
112,82.15178571428571
113,114.01769911504425
114,90.61842105263158
115,104.14782608695653
116,92.05172413793103
117,113.6431623931624
118,119.90395480225989
119,109.19607843137254
121,111.37685950413224
122,110.29303278688525
124,103.80645161290323
125,127.11599999999999
126,110.13492063492063
127,117.72047244094489
128,121.08203125
129,118.13178294573643
131,98.41793893129771
132,110.96212121212122
133,100.27368421052631
134,121.0
135,115.27037037037037
136,111.75735294117646
137,107.4890510948905
138,120.08695652173913
139,78.20863309352518
141,122.89716312056738
142,103.84859154929578
143,115.68006993006993
144,121.88194444444444
145,119.75862068965517
148,116.1554054054054
149,86.60402684563758
150,106.66222222222223
154,122.3896103896104
155,80.90322580645162
156,87.67948717948718
157,101.77282377919319
158,109.59704641350213
159,87.68553459119497
160,124.64375
161,100.15838509316771
162,109.88271604938272
163,111.00613496932516
164,111.9939024390244
166,117.59638554216868
167,110.35928143712574
168,100.53571428571429
171,121.33040935672514
172,115.20930232558139
173,95.81502890173411
174,102.816091954023
177,106.21468926553672
179,114.02793296089385
180,106.20555555555555
181,114.92817679558011
183,109.23770491803279
187,106.05347593582887
189,116.52380952380952
190,120.47894736842105
191,102.62565445026178
194,107.30412371134021
196,111.90816326530613
208,111.78846153846153
216,110.53703703703704
218,103.11926605504587
221,111.5972850678733
224,108.12946428571428
228,99.46491228070175
230,115.19130434782609
232,109.91810344827586
234,109.40598290598291
243,103.83127572016461
250,106.244
253,101.45849802371542
259,109.52509652509653
281,103.19217081850533
320,99.959375
289,103.21799307958477
