1,2511
2,3155
3,2786
4,2023
5,1238
6,724
7,390
8,325
9,243
10,164
11,133
12,109
13,88
14,88
15,68
16,53
17,49
18,49
19,56
20,34
21,41
22,37
23,32
24,40
25,30
26,28
27,31
28,25
29,27
30,30
31,22
32,31
33,26
34,23
35,13
36,24
37,16
38,17
39,16
40,10
41,17
42,11
43,14
44,6
45,8
46,11
47,13
48,13
49,12
50,5
51,13
52,12
53,11
54,10
55,9
56,6
57,10
58,2
59,8
60,8
61,3
62,9
63,4
64,7
65,8
66,1
67,8
68,7
69,5
70,2
71,6
72,3
73,4
74,1
75,6
76,7
77,3
78,6
79,2
80,6
81,4
83,4
84,5
85,3
86,4
87,2
88,8
89,5
90,3
91,3
92,4
93,5
94,1
95,8
96,4
97,5
98,4
99,2
100,3
101,1
102,3
103,3
104,5
105,4
106,2
107,6
108,8
109,2
110,1
111,1
112,1
113,3
114,2
115,2
116,3
117,4
118,3
119,3
121,5
122,4
124,1
125,2
126,2
127,2
128,2
129,1
131,4
132,1
133,5
134,2
135,2
136,2
137,2
138,1
139,1
141,2
142,2
143,4
144,1
145,1
148,1
149,1
150,3
154,1
155,1
156,1
157,3
158,3
159,1
160,1
161,2
162,1
163,3
164,1
166,1
167,1
168,1
171,2
172,1
173,1
174,2
177,2
179,1
180,1
181,1
183,2
187,1
189,1
190,1
191,2
194,1
196,1
208,1
216,1
218,1
221,1
224,2
228,1
230,1
232,1
234,1
243,1
250,1
253,1
259,1
281,1
289,1
320,1
